Surname,First name,OU Computer Username,Personal Identifier,Institution,Department,Email address,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /1.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /1.00,Q. 8 /1.00,Q. 9 /1.00,Q. 10 /1.00,Q. 11 /1.00,Q. 12 /1.00,Q. 13 /1.00,Q. 14 /1.00,Q. 15 /1.00,Q. 16 /1.00,Q. 17 /1.00,Q. 18 /1.00,Q. 19 /1.00,Q. 20 /1.00
07aeef74cb4a28c2f17381933d84aa18,8f05ad19ae2214c3ecba05a82c493636,a283f75cfddfc3bbc8aadc8fcb7490dc,fee0a99aca0780746010b9ff0cc4d2ca,,,d1a165a357600dae46b9530703557cd5,Finished,19 Feb 2016  20:45, 7 Apr 2016  17:38,47 days 19 hours,18.22,1.00,1.00,1.00,1.00,0.89,0.78,0.67,1.00,1.00,1.00,0.78,0.89,1.00,1.00,0.89,1.00,1.00,1.00,1.00,0.33
6f49c21e1aff10a408afa622f268c380,58fbab717107a8295d6d178764b65a9d,4c01b2dda7946a4d71f4f2063d8c9c31,72902d5504dea3f20495ca7d94a169bd,,,a8d23d5c524bdd2fc7767582007c6147,Finished,19 Feb 2016  21:43,21 Feb 2016  20:10,1 day 22 hours,15.53,1.00,1.00,0.00,1.00,0.89,1.00,0.67,0.33,1.00,0.78,0.89,1.00,1.00,1.00,0.67,1.00,1.00,0.00,0.89,0.42
bf4fe13fe1f72508d6951d9bd9e7387e,7205bd983363ac8a91f4b9b651363e6e,21cce7d06585542c9345035d850da37e,7700b49ce722e87d9d74453a22368a38,,,d39cd8147f0c7dd65178d5e21768cab0,Finished,20 Feb 2016  09:26,20 Feb 2016  10:57,1 hour 31 mins,19.22,1.00,1.00,0.67,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00
a18d80e7aa32df0226840b07112049f6,167adbafb629b66119a08d83fc2e34ce,8899566eb91903fa93944d8a1cafddd8,e743649dbe31647d90ccd498844da61d,,,06a409fcb79b71b5c941597606d3d67f,Finished,20 Feb 2016  11:53,23 Mar 2016  16:34,32 days 4 hours,17.03,1.00,1.00,0.67,0.67,1.00,0.22,0.89,1.00,0.78,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.67,0.33,0.92
cd3e9d074d0793a268a523723e27ea6d,c94b7e21e5313612a66e8e4383fbc94f,e26d3e0f5f5678b5e6e29258a41df88e,f8ee606ed437664a94273889c2eaa1c7,,,9f30774f7232ab982ffeb7d091a6a218,Finished,20 Feb 2016  16:56,13 Apr 2016  13:48,52 days 19 hours,14.67,1.00,1.00,0.67,0.00,0.89,0.56,0.67,0.89,1.00,0.67,0.78,0.67,1.00,1.00,0.89,1.00,1.00,0.00,1.00,0.00
9e31730eb2fdeda5690eb022bb32f327,1961b396b1e06384909062cbecb99d6e,c6eb3ac0aa6431377814e5f5ae4ecaa8,f09d619892b5f1c63015683b6217fe54,,,17dc281bfede83debaa0754f28a7cc8a,Finished,20 Feb 2016  17:15,20 Feb 2016  17:39,24 mins 5 secs,16.78,1.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00,0.56,0.33,1.00,0.89,1.00,1.00,1.00,1.00,0.67,1.00,1.00,0.00
9e31730eb2fdeda5690eb022bb32f327,1961b396b1e06384909062cbecb99d6e,c6eb3ac0aa6431377814e5f5ae4ecaa8,f09d619892b5f1c63015683b6217fe54,,,17dc281bfede83debaa0754f28a7cc8a,Finished,20 Feb 2016  17:39,20 Feb 2016  17:47,7 mins 44 secs,7.47,1.00,1.00,1.00,1.00,0.89,1.00,0.92,0.67,-,-,-,-,-,-,-,-,-,-,-,-
f004480fc182225dabfb380e05ac13f3,46fbbf068a9f83955cbe634d739ca205,a041b639ff7ba3b28f7e49669e19209d,e8814ff842d20bda0e349549ac0eae78,,,fad29a8e98b2ddda2ab24e5b987f0e92,Finished,21 Feb 2016  10:33, 6 Jun 2016  13:13,106 days 1 hour,18.00,1.00,1.00,1.00,0.33,0.78,0.78,0.67,1.00,1.00,0.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00
1eb2c0ea813d73a9d5b05fa77a149ec7,1bc76e650f61cd59a94b27c4c9917336,546d2c0580b8ed52a73f8b4330eebb46,bfa6b81163e7fbf85ceb0cd3f019f594,,,a699719a2344217dc4819e6bd4bffb12,Finished,21 Feb 2016  11:34,15 Jun 2016  12:10,114 days 23 hours,18.11,1.00,0.67,1.00,1.00,0.67,0.56,1.00,0.89,1.00,0.78,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67
5e1aaadc8daf45a216514ca1ad1a209c,b494e91ed2cab54b5500818a2aa87c03,95d72bf0717122235cc146b1cda11309,bc30ceab7a9887679e2552a156f08ce0,,,c7141eedd360002dfaf085cfd8fc2180,Finished,21 Feb 2016  13:14,21 Feb 2016  13:44,30 mins 34 secs,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
45f4e9157c34f62b8771846da63660f3,a8b834a990ff75c8c73ecc98e0b3aadb,19638c3e57e3db4af3d8fd872decd3ec,d7393a39dc1f26e31f0cf06d7e778ddc,,,75c174ec5dd3a762aa68e01cb8d59fe1,Finished,21 Feb 2016  13:49,13 Apr 2016  13:49,51 days 22 hours,19.11,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.89,1.00,0.89,0.89,1.00,1.00,1.00,0.67,1.00,1.00,1.00,0.89,1.00
8f2070f9f72298e89f2d0d0765268873,d19e50effcca94acc729db48c85b6c4b,76a86c1752899bc2a5a791f08d5629a0,224093fb0757b4aefad90b39945b8fe3,,,dd60f75798d2ec56cf699c6f0b2be671,Finished,21 Feb 2016  17:59,21 Feb 2016  18:03,3 mins 50 secs,1.67,1.00,0.67,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8f2070f9f72298e89f2d0d0765268873,d19e50effcca94acc729db48c85b6c4b,76a86c1752899bc2a5a791f08d5629a0,224093fb0757b4aefad90b39945b8fe3,,,dd60f75798d2ec56cf699c6f0b2be671,Finished,21 Feb 2016  18:04,14 Mar 2016  16:11,21 days 22 hours,17.17,1.00,0.67,1.00,1.00,0.44,0.89,1.00,1.00,1.00,0.56,1.00,0.89,1.00,1.00,0.89,1.00,1.00,0.67,1.00,0.17
5da5d03a20428ba8f2a7a300304b46f0,8deea5c7a6c64469caebdd9422a56e1a,b1993a3f5ea49bcf034d1ee3f1fbaeae,faec43b7e40e2b09e3744d1303877fe5,,,533171e35850791820ba36ad0b402f19,Finished,21 Feb 2016  18:19,21 Feb 2016  19:07,47 mins 40 secs,18.89,1.00,1.00,1.00,1.00,1.00,0.78,1.00,1.00,1.00,0.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33,1.00,1.00
5b84bae04385b3027aca103cfb8d9dc5,79fcbafc34923a0b36fc4c423ea1a20b,50fb50a763bf30f22ea38ac4909d46e4,3d32c15b73037fde7c93ca7ddba88206,,,a2fa6b67c898c462a7e1eb2df05bc446,In progress,21 Feb 2016  19:59,-,-,-,1.00,1.00,1.00,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4346eebbfdcb86a38685abaa8d4ea346,915b5a5f4350372674defbd078dce66c,b02261cc42fbd95dab8d08043ca684f8,e1d39cb0f9e1a4584c23b97390a42c7a,,,ac35e742a61830a03121f6882d293f45,Finished,22 Feb 2016  12:03, 7 Apr 2016  00:30,44 days 11 hours,16.67,1.00,1.00,1.00,1.00,1.00,0.78,0.89,1.00,1.00,0.78,0.89,0.89,0.67,1.00,0.67,1.00,1.00,0.33,0.44,0.33
d27cfbbb132d8a6e96beb123bdb4dae5,7ca53d517c1d760ad55a50be1cf6f242,a9274db32bbeabfe3419f8d428c44e56,8e5b692a0f4c1ae1a17ae8944463301a,,,1679817c6146ba7f7247b6f711d1b51a,Finished,22 Feb 2016  13:22,27 Apr 2016  13:14,64 days 22 hours,16.81,1.00,1.00,0.67,1.00,0.89,0.67,0.92,0.89,0.22,0.78,1.00,0.89,1.00,0.33,0.89,1.00,1.00,0.67,1.00,1.00
8cb3358aa7f735164150320355c7511c,253df4f2a335690145047aa954803244,b949df55032f2440d898df1fa3f31017,c18612381035ff31d1c9e3f8a4d727b8,,,2290f341f21a4ac13838133c39d56286,Finished,22 Feb 2016  17:38,29 Apr 2016  16:34,66 days 21 hours,18.44,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.56,1.00
607bf98dc8c2bf08de87df3e7dc32a19,93fe78d20f6f60611d0b0b07a1005be4,7ef480e911147488eab1776c55c116fc,f4f4e331497238ea28498736fb8bc610,,,70031c92f25ff2392a941a09e0ce2629,Finished,22 Feb 2016  19:42,10 Mar 2016  07:29,16 days 11 hours,19.33,1.00,1.00,0.67,1.00,0.89,0.89,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
ac4e7f9bbca27751d21cc31a0cea083a,75ffa2056fd90dceb21a7630c71c2c07,9e6ad257962d7666e4395a5ff86e3d76,bfe99afc619dc854fbeae61cabe92ff0,,,ed54a40e9db547e86babadd2252a2182,Finished,22 Feb 2016  20:28,23 Feb 2016  21:14,1 day,17.69,1.00,1.00,1.00,0.67,1.00,0.56,0.92,0.89,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,0.67,1.00,0.33
45b254f17354ca2d5e781cdaf2742633,835d69ed19bf11fc0bf9006cfaf1cdad,587a939b3d1f81456a63c918a4130bda,9ece401c0237f48094d6a9f43baef618,,,07755675dcefa9a7e32ba8c0833b9795,Finished,22 Feb 2016  20:58, 2 Mar 2016  20:57,8 days 23 hours,16.50,1.00,1.00,1.00,1.00,0.67,0.56,0.00,1.00,1.00,0.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.50
3917474409e2678cc17eaf20efc99049,f830d409e8459de1fbf2edbf87570206,48644b6a1b793e159783fe5d5c899520,cc1ae6ba3ed5ca15f0b41b13e4891f0d,,,d4f3060f2165d3f1e3dd0b5d990b82f2,Finished,22 Feb 2016  23:36,15 Mar 2016  01:30,21 days 1 hour,18.00,1.00,1.00,1.00,1.00,0.78,0.33,0.89,1.00,0.56,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.44,1.00
14a2b8d01e9aa57525dfceb3db108848,6cd73352f755d37bb1505a09f49713b7,ee94498e6929f5820bb0e99dc466f6cc,7c3718dfece2d008bdf3b6aaa8a7198e,,,ed1cf6724c9431371631d10a147505bb,Finished,23 Feb 2016  04:45, 5 May 2016  13:27,72 days 7 hours,15.39,1.00,1.00,1.00,0.67,0.78,0.67,0.83,0.89,1.00,0.33,0.89,1.00,1.00,0.00,1.00,0.67,0.67,0.33,0.67,1.00
40b333e50ef145937b822beb46471e75,3ffc80579b4b813e2642849ac5736479,90a0205709e44a6d93497118977b9d39,12b749cb9f8c77d2b823e7075d2ba6b5,,,23351708d773dd97c9d6c196b05ee8a8,Finished,23 Feb 2016  10:06,23 Feb 2016  10:55,49 mins 3 secs,19.11,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,0.67,0.67,1.00,1.00
62a89fc9a21d890e10adc7920833727e,cfeba0612e69e7ca32e0560e3acb411d,49b9b9478b2d78a8a4c3b2b6911556fd,bea41dbb40b087bd7f805703382d1fda,,,35a28f0c1c4ea00012428e84e470721d,Finished,23 Feb 2016  13:21,23 Feb 2016  14:16,55 mins 43 secs,17.92,1.00,1.00,1.00,1.00,1.00,0.89,0.92,1.00,0.89,1.00,1.00,1.00,1.00,1.00,0.22,1.00,1.00,0.00,1.00,1.00
f46919a53cae1c56cc06fa2d78603227,bb61caf6f43d5d000f27e01af0cb7e97,4808ccfde88038e9bf41e93e5678dfda,9c1a449180b6fa87c148bb9d45cd2a3b,,,e9feabed959e1a2cef85ad37acd6b035,Finished,23 Feb 2016  14:28, 7 Mar 2016  13:17,12 days 22 hours,18.17,1.00,1.00,1.00,1.00,0.89,1.00,0.83,0.89,1.00,0.67,1.00,1.00,1.00,0.33,1.00,1.00,0.67,1.00,0.89,1.00
f0c4e07cd5c1b989c1c8ff9b9023113a,2a1a365ba3203b83dd258a6fc6464414,b0c6645235be92601a2a9ed4155978bd,5b2602705719c94feb155c1cc1483e35,,,0c1d9d1d2a3bd94224a8d0f0039b76f6,Finished,23 Feb 2016  19:06,29 Mar 2016  16:43,34 days 20 hours,17.44,1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,0.56,1.00,1.00,1.00,0.11,1.00,1.00,1.00,0.11,1.00
1a2262803f72fef8be217d692c9287eb,1bf16833ace731873e5c3f540577ca94,9d3c2465230ce569ab320eb8d5ddcd1e,36dee98720de77053ff286b838bdfb02,,,c46597188b77f451963b25b141e5b633,Finished,23 Feb 2016  21:41,14 May 2016  15:44,80 days 17 hours,17.53,1.00,1.00,0.33,1.00,1.00,0.67,0.92,1.00,0.89,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,0.67,0.50
7c9f0ed059de9cef87bfd5a2a7e9141f,34bb677e5b73ce8b2f6f8decdf6cc4b5,c9fa2e28ccba2317f23ede3d93b93cba,f5fc5b4c0d29dee0bef930c0deac39ab,,,4887b9f1f172146302793d5696291396,Finished,23 Feb 2016  21:44, 8 Mar 2016  18:49,13 days 21 hours,19.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00
a37e9830c0f88630c11773fd6d90c6e8,0020428582283a40c47f859582b16e45,e8506adf6d185531fc6269347d271038,18be845b3995f0465b1276691177367d,,,a0f86c545a8d4da339ea9ea3feb06c77,Finished,24 Feb 2016  10:37,12 Apr 2016  17:45,48 days 6 hours,16.44,1.00,0.67,1.00,1.00,0.89,0.78,0.83,0.78,1.00,0.89,0.89,0.44,1.00,1.00,0.44,1.00,1.00,0.67,1.00,0.17
f8b227264f4b707634769831b5725eb3,04798cad2933b1a6b752e5e2d6c77a5a,23c5d90ee89d11eb75eab000f7a8afe0,2bdcb5b066f25a1060ab4a4d732cce0d,,,b4682ec7ea782aa69ccea15267f1d5d6,Finished,24 Feb 2016  10:44,24 Feb 2016  11:15,30 mins 42 secs,17.11,1.00,1.00,0.33,1.00,1.00,0.78,1.00,0.89,0.89,0.89,0.44,0.89,1.00,0.67,1.00,1.00,1.00,1.00,0.33,1.00
7b318b39ba83bbe730f9f969f02570a0,66a552d9a4587488f497335593ea380c,71c4f8347c9fa5ade3eb1d2c4f190d22,6f53aba691ab256ac306b32e5d1e9b6c,,,00fdc9a391afbea738f992036c8f93b8,Finished,24 Feb 2016  12:05,24 Feb 2016  12:48,43 mins 17 secs,14.67,1.00,1.00,1.00,0.33,0.78,0.67,1.00,1.00,0.00,1.00,0.33,1.00,1.00,0.67,1.00,1.00,0.67,0.00,0.22,1.00
3797dcbb217db7caef11bcacd3b9aef3,18620fcb40370b4cb31efc3009011e23,89797879b77592fa3c42859cae2caf77,f0083b66fd4e7f986cd9c527816321e6,,,dc804ba4d60af44d5a6d33ca2aa5df5c,In progress,24 Feb 2016  16:20,-,-,-,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17cbd1e6e2bc481987963cd4fdf9e487,b864a91056128b9bcaee164b9f76c514,5fabb7283269f1f323b10a66ea99b1a6,1995186646ab0bd01383a0fdfca4bc0f,,,33c7b47f202832a36613b7f46f8b4e42,Finished,24 Feb 2016  16:37, 2 Mar 2016  15:56,6 days 23 hours,18.39,1.00,1.00,1.00,0.67,0.89,0.78,1.00,1.00,0.89,0.89,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.67,0.89,0.83
1002e7262f3d0f16ac7488fc46377dcc,1ff54c9d20baba5b6b13a060e8954474,3da35a9f16b1762d43abcde10ba75a1b,f2513068172116797a144ef9dee7ae15,,,3e570a5c2ec35ac5b1deb14d7a171613,Finished,24 Feb 2016  19:02,22 Mar 2016  17:23,26 days 22 hours,16.56,1.00,1.00,1.00,1.00,0.89,0.56,0.83,1.00,0.00,0.89,1.00,0.89,1.00,1.00,0.89,1.00,0.67,0.67,0.44,0.83
a1d0b6f04d64e06cd8e24782375fd4c3,bf2f8d26e82d530f7262ae6683ddaf66,fd97209e51a7971b371bfafa5890dc02,f5b8f3d9a7e391e0ccdfbe9ac934ac7e,,,de9479ce2fb7a5ba911be34c70fae897,Finished,24 Feb 2016  19:09,27 Mar 2016  12:07,31 days 15 hours,11.69,1.00,0.33,1.00,0.00,0.56,1.00,0.50,0.67,0.33,0.67,1.00,0.67,0.67,1.00,0.22,1.00,1.00,0.00,0.00,0.08
f9e61ed558acf45feec9561a17143152,f05950801ee4faafcaf88ded79d3ac94,5c37298fcbd65615b4743725959b822c,23f1df787356b88e0391d87e36aaf682,,,89999a807302ab88547bf6fc9a5ccf43,Finished,24 Feb 2016  20:32,11 Mar 2016  12:46,15 days 16 hours,16.83,1.00,1.00,1.00,1.00,0.89,0.89,1.00,1.00,1.00,0.22,0.22,0.89,0.67,1.00,1.00,1.00,1.00,0.33,0.89,0.83
a9fb91e7093f9b91e543ca06a8872080,6788eec4e2549fd46a0eaddace049e83,3287bd403a90fa55046b82db08f5e909,1f7766672c290aac2da6dcd3d43d029c,,,6554785dcc1ed9f88faa6809d5c0b759,Finished,24 Feb 2016  22:44,16 Mar 2016  21:19,20 days 22 hours,13.50,1.00,0.33,0.00,0.67,0.56,0.67,0.56,1.00,1.00,0.67,1.00,1.00,1.00,0.67,1.00,1.00,0.33,0.33,0.56,0.17
9bad8673f68fa0c115c915041f8fa91f,0ef8427841bf3f3e6c9f3d45a14c32c1,dff81ec5cf4049be198392b4f23d0f42,bd728afabf06dc1632eba167061ff4d9,,,87544863077249c43da1eb5adefe37c2,Finished,25 Feb 2016  19:17,25 Feb 2016  21:00,1 hour 43 mins,17.61,1.00,1.00,0.67,1.00,0.89,1.00,0.89,1.00,0.89,1.00,0.89,0.89,1.00,1.00,0.44,1.00,1.00,0.67,0.89,0.50
e26060908531a2b95be61ee0a31dbf06,f24cee846218c8763d742bf3a5e89ee0,42eb3bb800ea09eb585235834428fe34,a7ba117d08ca0ae56889f716cdb68e9e,,,81776751628a0555b67e0fa343d6c590,Finished,25 Feb 2016  20:59,25 Feb 2016  21:40,40 mins 45 secs,19.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00
c8d52d57bf23d2e5ee3ae18be63fb25a,54f75846588aac9c1ff063f0c189418a,030efacda0536ac5288b42583cac2418,4d22d514263b677505de93db0f8cf494,,,cd8518ca26a822d2a022d9e46dedc3e0,Finished,25 Feb 2016  23:44,10 May 2016  00:15,73 days 23 hours,19.22,1.00,1.00,1.00,1.00,0.89,1.00,0.83,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50
fa3b60f8f1b5498999350a622889eee2,130dec420fff1f04be2e4d8801a28c01,ae8edd7ec3f769273ad0521850e4892c,c829928f4cc298a23da3366b5f3576c8,,,e6b2c2fb1b5fddf94a1583926ddfca69,Finished,26 Feb 2016  10:11, 1 Apr 2016  11:35,35 days,18.39,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.89,0.33,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,0.67,0.89,0.83
f22175a7bfb14a6f85f4de5ee84c232d,02ddd99323b195dba5a8f0323aa25404,529938e5b8bfb2c9bbd910ad106f823e,88ddad5d17e7115ca6f3a84924a889f9,,,3861c94881916145989afeeb4acd8467,Finished,26 Feb 2016  21:01,26 Feb 2016  21:21,20 mins 18 secs,17.94,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,0.56,1.00,1.00,0.67,1.00,0.17
eaea33d6d70787bc96fb0af5cf20540e,6a67247890b962d04561fbdb980562b7,2c6e667057786aba8b845bff7fd5686a,5064088922345fbaeaa4ccbc45a8a16f,,,0964371522fa5da9eadfc7ddca2a0481,Finished,26 Feb 2016  23:43,27 Feb 2016  00:10,27 mins 26 secs,19.28,1.00,1.00,1.00,1.00,1.00,0.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,0.83
e278f1677b6706095f6284594288470b,1907e98be9688e2bfdd0e1869f5dece7,c8100035f86a002a2ecf4c687d2c8554,31e9d5931045f0eb995e89e2ca4e5bfb,,,8840411b35ea8e7adf14636814d8e32f,In progress,27 Feb 2016  07:19,-,-,-,1.00,1.00,1.00,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d95f9e530698def02c2088b87a1f7ad2,0b76c9fa3e0af109c880f4b4c914c18e,0552518c184708e8d3b6e7dbf3165a8d,cbb81743ab225124f6d009bb71e539d5,,,3cabde3b7595bf9bb7a01697dc6773ed,Finished,27 Feb 2016  11:25,27 Feb 2016  12:04,38 mins 13 secs,11.67,1.00,1.00,0.00,0.00,0.78,0.00,-,1.00,1.00,0.33,0.89,0.33,1.00,0.00,1.00,1.00,1.00,-,0.33,1.00
852d8d00f061f78005d52319574bba84,e02f788ea8cfcc574a2bb59e6667d03e,ac16ea4279f974e163d1b58e58d5bd2c,c711ffbcaca445c700251d58d3a1689d,,,ca55075f956a6dad104e1bd4f1945ac3,Finished,27 Feb 2016  13:30, 9 Mar 2016  17:53,11 days 4 hours,15.33,1.00,0.67,1.00,1.00,0.89,0.56,0.50,1.00,0.33,1.00,0.89,0.89,0.67,1.00,0.44,1.00,1.00,0.33,1.00,0.17
92ff661e37d45347411de627bdf970e0,f6a0484d967db3405502a9a7e0b72484,e1396d5628e3b2da13f1d6f3a3ab82b4,ca557cf47e6624bf09704c6044626b66,,,75d7ec6598f016676e82230c7eed5135,Finished,27 Feb 2016  13:54,23 Apr 2016  14:14,55 days 23 hours,13.17,1.00,1.00,0.67,0.67,0.89,-,-,0.89,0.44,0.56,1.00,1.00,1.00,0.67,0.89,1.00,1.00,0.00,-,0.50
9ac7c6d09ce6569af899ec2729643c87,8d2aa175b11a50beb9b0da64f6d9186e,8f02ed25223e305e13e8098ed787a570,6a6286a7fcfb4df85e3beda2da32dba4,,,cb4f6613a0ef91682a55684585885ff9,In progress,27 Feb 2016  17:03,-,-,-,-,1.00,1.00,1.00,0.89,0.67,0.83,1.00,0.44,1.00,1.00,1.00,1.00,1.00,0.89,1.00,-,-,-,-
f7bb9dcb9343086a1a2d345e98e900e1,01cd622ab6e3bb77306337cdc66983b5,7a2ac841dbcbbbcf9f1a8ac95ae347ed,6efb68d2c0630550c11a0ae3098294c5,,,a811267e7512167902ddcc5201f727ef,Finished,27 Feb 2016  20:19,23 Mar 2016  21:51,25 days 1 hour,19.89,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
5a6c432122ad26f071c0dad463c0bcd7,0cb3a1b62364fc47b8222a444616aa2f,8f43f01587073c595529df1c8227aff8,3896614375f7530cc0badfb76d5b60cb,,,e6b2b0d252efc14588378ae910caa436,Finished,27 Feb 2016  22:48, 9 Mar 2016  23:41,11 days,16.83,1.00,1.00,1.00,1.00,1.00,0.33,0.83,1.00,0.56,1.00,0.89,1.00,1.00,1.00,0.22,1.00,1.00,0.67,1.00,0.33
aa70d0550baa3a67af09d5fa23a7b9fe,7b837873560fbc15660d21c0bdf68913,2ccbdf70c48ddda4eaf427f45d81e33c,57ce0da18422bd5a77fc62b38615f033,,,e544d572ecae5b486a106b42ea3d5959,In progress,28 Feb 2016  07:33,-,-,-,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
e7ac76014a930985eddbac13a7fb87fe,7a0296ee624107fa2ff56f1116eef389,f3b1ab782075149d1728488eb9b132e5,d1b4414f0254c5f2336f5d7e9c89fc47,,,22326b94016688ab52fd53baf1d6b9e9,Finished,28 Feb 2016  12:39, 2 Mar 2016  10:18,2 days 21 hours,18.11,1.00,1.00,1.00,0.00,1.00,0.56,1.00,1.00,1.00,0.56,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
4e4ac5bd0d2e14a9f5070c36f375cd7f,70dc6a5c519ced2cc9e0a537c15c47f6,18560c3e0804846780b1981c47939e17,83a06594704f420bad403c3708d37dc2,,,b685db2b94f020157e52c4ce6cae85ff,Finished,28 Feb 2016  16:36, 5 Mar 2016  13:10,5 days 20 hours,18.78,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,0.78,0.67
0a1f233a62141991ad2177211006c73c,1fc8b0ba202484bbd28b7f864117b179,c30b3749a3b595a458efba2a0c850dcb,5c552a6734423d703526f38b95432ce5,,,17ae3cc17685350237aa8fc468aae8f2,Finished,28 Feb 2016  18:04,28 Feb 2016  19:19,1 hour 14 mins,19.33,1.00,1.00,1.00,1.00,0.89,0.78,1.00,1.00,0.89,1.00,0.89,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00
88e4ddc1eb9ace11f70e830197d660b1,1a3273aaed79d5510fff9e684f70cd48,d38e18b32ffe0b45b3e3aba064ee2009,ac44f2bafb345ba0d42948ff3f31df63,,,8691041075764f2578ae10fbce077378,Finished,28 Feb 2016  18:08,28 Feb 2016  18:38,30 mins 39 secs,18.61,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,0.33,1.00,0.83
4f00271cdc081d298f3a919a91fd8bd8,8114999654c428b9e2baab77b2c81b47,3c08a0da1d464f02bdf7fbcd39fda33f,80dbc3b6229063dd07e5eda3d789b804,,,77287788ee621c58b24b3ba13cdc1418,Finished,28 Feb 2016  20:13,28 Feb 2016  20:48,35 mins,17.22,1.00,1.00,0.67,1.00,0.89,1.00,1.00,1.00,1.00,1.00,0.89,0.44,1.00,0.67,0.67,1.00,1.00,0.00,1.00,1.00
76bce296fc5cd8cfc1e62de115c24c83,c10ac64bf40d3e3edb97aaee0d66d82c,4f334e58c41201ab96085a89cfc0a928,899ec07ada8701602f0839d222966e35,,,b37929718800992b84488c6507e7fb43,Finished,28 Feb 2016  21:06,28 Feb 2016  22:11,1 hour 4 mins,19.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7ff1a83d271404b27b891ef810fc7b66,2a2d74b0ec14e4a297450c436f404240,311055ff5cfca1833a89fa0531a5e5e4,d269ad378fd66d2443bed10c33e20d67,,,3cd7aaedbdae51c3ea2cd74d859aef34,Finished,28 Feb 2016  22:10,28 Feb 2016  23:17,1 hour 7 mins,18.28,1.00,1.00,1.00,1.00,1.00,0.78,1.00,0.89,1.00,0.44,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.17
